question_id,chapter,type,outcomes,reviewed_sources,content_sha256,review_date,question
pa-u4/mcq-1,pa-u4,mcq,A4-enterprise,mcq:pa-u4:1,86c296c0c8fcc543789ef4dd7f7bcb2567331b3d18584b86cbac607533cb0aad,2026-09-11,What is entrepreneurship?
pa-u4/mcq-2,pa-u4,mcq,A4-enterprise,mcq:pa-u4:2,5b3e52f14080a418d721d9f9a80a3acda150e33cc50a73a55a32d60697529b85,2026-09-11,Which activity is market research?
pa-u4/mcq-3,pa-u4,mcq,A4-enterprise,mcq:pa-u4:3,d88897eb14e74333be5c889090852b2d65a75c14a44d819b1be6acfb154490bf,2026-09-11,Which is a calculated business risk?
pa-u4/mcq-4,pa-u4,mcq,A4-enterprise,mcq:pa-u4:4,90644924b49c30e4ab595a1b417d3d5197259377ecb696e5d588143eb069a8b6,2026-09-11,Which entrepreneurial activity contributes directly to society?
pa-u4/mcq-5,pa-u4,mcq,A4-enterprise,mcq:pa-u4:5,b6ccffbb91aaf5ecc19977d25792afc584ebe276b7a33caaf8a4df7a78c09740,2026-09-11,Which entrepreneurial function involves assigning work and coordinating resources?
pa-u4/mcq-6,pa-u4,mcq,A4-enterprise,mcq:pa-u4:6,94b1b45863b06cfebe81978ea7991c8e763a2078967aac745cf8e1dd4637fbe6,2026-09-11,Which statement about entrepreneurship is accurate?
pa-u4/mcq-7,pa-u4,mcq,A4-enterprise,mcq:pa-u4:7,d64e189564b7a5ee3fc043f4fd61ace3100d294825a87a7ca94e42e1ce17853c,2026-09-11,Which is an ethical business practice?
pa-u4/mcq-8,pa-u4,mcq,A4-enterprise,mcq:pa-u4:8,027c6470b51c86a83d5e5cc7ac0514334166e10b8afdf0c0b193ecb9d4a1bd34,2026-09-11,What is a business plan used for?
pa-u4/mcq-9,pa-u4,mcq,A4-enterprise,mcq:pa-u4:9,ade0f1f64e0d3995e0c40e02a3c8418d48015eafa5e938f04d8ea4bda2b44d5f,2026-09-11,Which action demonstrates perseverance?
pa-u4/mcq-10,pa-u4,mcq,A4-enterprise,mcq:pa-u4:10,092e7f8eb993f68ee10a7b73b4e8fabfcfac8caca6a211f877b306a1ff23f8e9,2026-09-11,How can a small enterprise contribute to its community?
pa-u4/mcq-11,pa-u4,mcq,A4-enterprise,legacy-mcq:pa-u4:1,3e494cd6037523f11c55a1314f84c1aee0116c7a7cb27cb609da743c5903190d,2026-09-11,An entrepreneur's income is…
pa-u4/mcq-12,pa-u4,mcq,A4-enterprise,legacy-mcq:pa-u4:2,bd1439e8c218f21cdc2822a3c0a3ede50c5228e572828a621a4f508cbe21a71c,2026-09-11,Which statement about entrepreneurship is a myth?
pa-u4/mcq-13,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,bc6cacdb908e755663f5d0dd0d9a9ff17d9fb8ad208371afc70f3c2cef027582,2026-09-11,Which term matches this definition: “Discovering a problem or demand that a proposed service can address”?
pa-u4/mcq-14,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,3e466e81add80584a10a82cec5c95e3c967c9c3e664caf4af8e26cb9985de3ec,2026-09-11,Which term matches this definition: “Identifying expenses required to provide a product or service”?
pa-u4/mcq-15,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,8ae2421a937dfbbc601e969e838ee0644c385e5a0300e8f05fc505680024d98d,2026-09-11,Which term matches this definition: “Assessing uncertainty and limiting exposure before committing resources”?
pa-u4/mcq-16,pa-u4,mcq,A4-enterprise,scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1,7b23ec3a6f90ea1bd2221a1bb1bb57ea5263c35cefae4a23d335e879390f7a05,2026-09-11,Which term matches this definition: “Making honest promises and handling customers fairly”?
pa-u4/mcq-17,pa-u4,mcq,A4-enterprise,scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2,d4886d24d7159668d8dbef5382f98c2914575f01ccd2e2293f73259d6fa80227,2026-09-11,"Which term matches this definition: “Coordinating people, resources and tasks to implement a business plan”?"
pa-u4/mcq-18,pa-u4,mcq,A4-enterprise,scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3,94047b1117ecd5f6202395a23b77e1fd6e46c67e17219d0588818b01f59ae80b,2026-09-11,Which term matches this definition: “Using customer experience to improve a product or service”?
pa-u4/mcq-19,pa-u4,mcq,A4-enterprise,scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4,966d409b830cad87490623f2ae3076ead276a6269b4bc945ab32f21ed25c2c96,2026-09-11,Which term matches this definition: “Considering enterprise ownership as a possible career with responsibilities and uncertainty”?
pa-u4/mcq-20,pa-u4,mcq,A4-enterprise,scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5,9b0a03e01c8b6700c8edf6b0e31ad34f3a110b1c029c25e5fcde647d674c5b72,2026-09-11,Which term matches this definition: “Taking a responsible first step to develop an identified opportunity”?
pa-u4/mcq-21,pa-u4,mcq,A4-enterprise,scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6,23ecf623a26332e4cc7cf0a9e48577c1edb1c2805972093587f531c7a2b24f7b,2026-09-11,Which term matches this definition: “Sustaining effort while learning and adjusting after setbacks”?
pa-u4/mcq-22,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,e30c537707ad482673c8f56df596f5cf2e5bbd331809fb67fa78f67391fe5eed,2026-09-11,A student wants to start scanning documents but has not spoken to potential customers. Which response most directly addresses this case?
pa-u4/mcq-23,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,9d10fbb978707b3298ae196be6cd2741e916a7a0a23ac5b1b7f610173652464a,2026-09-11,A printing service sets prices using paper cost alone and ignores ink and electricity. Which response most directly addresses this case?
pa-u4/mcq-24,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,80dfdd2ba6d3abfdde673e3fcff9fd75b3a31dd58a30778add419a6226acf8a4,2026-09-11,A new service considers buying expensive equipment before testing demand. Which response most directly addresses this case?
pa-u4/mcq-25,pa-u4,mcq,A4-enterprise,scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1,c3f660aedc8312e1c8cae94656446016eb24df733cf85f472b6272df9d974762,2026-09-11,A repair shop advertises guaranteed recovery of every lost file. Which response most directly addresses this case?
pa-u4/mcq-26,pa-u4,mcq,A4-enterprise,scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2,097e280069fda574e8f207460ac95977910e74d2c3f9c099cd9fd5fa4d01026d,2026-09-11,Two workers duplicate one order while another urgent order is overlooked. Which response most directly addresses this case?
pa-u4/mcq-27,pa-u4,mcq,A4-enterprise,scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3,cfb4f6419eb28e25962f5c1aad8c6bf3300d662ea8879b39d249fca59c1dcfb5,2026-09-11,Customers repeatedly report unreadable scans from a new document service. Which response most directly addresses this case?
pa-u4/mcq-28,pa-u4,mcq,A4-enterprise,scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4,5e7fdd84f30ee43d560029b5f4694bbad4bc172b2db277b3e9a188ee367581db,2026-09-11,A learner considers a small service venture instead of salaried employment. Which response most directly addresses this case?
pa-u4/mcq-29,pa-u4,mcq,A4-enterprise,scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5,8f0979b331696fd590019115610221233a415bc5ed5573553dee5093beb9a07b,2026-09-11,A neighbourhood needs help with online forms and a student has suitable skills. Which response most directly addresses this case?
pa-u4/mcq-30,pa-u4,mcq,A4-enterprise,scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6,743a7faac24f776b31466207d27aca8bb6c177e4052d9e6fb5559fede6d5e8e4,2026-09-11,A first service trial fails because opening hours do not suit customers. Which response most directly addresses this case?
pa-u4/mcq-31,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,1c346c3731766ff2bfefd37de5d22119696d1cffd64349b47ddbc8882cb568a3,2026-09-11,Which explanation corrects this claim about identifying customer needs: “Personal enthusiasm alone proves that paying customers exist.”?
pa-u4/mcq-32,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,3287de7a1d65f42a4c281f926e884b8ba6b8a1abfe0589c8cb07f4f7a4e38dbd,2026-09-11,Which explanation corrects this claim about cost estimation: “Revenue minus paper cost always equals the full business profit.”?
pa-u4/mcq-33,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,422c4410a297dd2ebdc5813df54bbf4b0c5362cf01adf2fce76b1be86aee8151,2026-09-11,Which explanation corrects this claim about calculated risk-taking: “Risk management means a business decision can never lose money.”?
pa-u4/mcq-34,pa-u4,mcq,A4-enterprise,scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1,85effb41a84b75ccf55d1619c1e7317e6d21d911a69a78b94fd7993d6157e04e,2026-09-11,Which explanation corrects this claim about ethical commitments: “A promise is ethical whenever it helps win a sale.”?
pa-u4/mcq-35,pa-u4,mcq,A4-enterprise,scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2,deb20e8f2cade48f820109d7b6b7f4f1ab77c899adf3446d7f56a5bad4340293,2026-09-11,Which explanation corrects this claim about organising a venture: “Hiring more people automatically removes task-coordination problems.”?
pa-u4/mcq-36,pa-u4,mcq,A4-enterprise,scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3,6fbd322a842f77e137ec6c976e70b18f415fc806a61d06b5a689bae946c0761e,2026-09-11,Which explanation corrects this claim about learning from feedback: “Repeated complaints should be ignored if the owner likes the current method.”?
pa-u4/mcq-37,pa-u4,mcq,A4-enterprise,scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4,e80717bc45e920d59de7f1c6864a11ee89d8d37c2e9a62ee3065138429f3a94d,2026-09-11,Which explanation corrects this claim about entrepreneurship as a career option: “Becoming an entrepreneur guarantees a fixed salary and removes all responsibility.”?
pa-u4/mcq-38,pa-u4,mcq,A4-enterprise,scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5,51bc595f0bb187bfd951e29c81829815057993e26a63713294d14185fe273aeb,2026-09-11,Which explanation corrects this claim about entrepreneurial initiative: “Initiative means acting without understanding any customer or legal requirements.”?
pa-u4/mcq-39,pa-u4,mcq,A4-enterprise,scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6,5996246543ceea69eeacc0f8c80ce5f710953e8703475af56cd1633df6f6a997,2026-09-11,Which explanation corrects this claim about perseverance with adaptation: “Perseverance requires repeating exactly the same failed approach forever.”?
pa-u4/mcq-40,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,8de7872cc030bd8638adb19e56e0d80b6c0a7b7ba529d5d57cc3fbafc11bbaad,2026-09-11,A reviewer checks identifying customer needs in this situation: A student wants to start scanning documents but has not spoken to potential customers. Which observation is the most relevant verification?
pa-u4/mcq-41,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,e662a585e514cb2eaca72f453c3799341b29f80c1c4cc556fc85b07a5b4ab825,2026-09-11,A reviewer checks cost estimation in this situation: A printing service sets prices using paper cost alone and ignores ink and electricity. Which observation is the most relevant verification?
pa-u4/mcq-42,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,dd1cf48476e971f9344ecc5097285eea4d7ad6c903e4241d766b882e322e89b0,2026-09-11,A reviewer checks calculated risk-taking in this situation: A new service considers buying expensive equipment before testing demand. Which observation is the most relevant verification?
pa-u4/mcq-43,pa-u4,mcq,A4-enterprise,scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1,d80d8d31affad8ef7beead62ad7e9b516f585706c1c16a9da1de550524e14e78,2026-09-11,A reviewer checks ethical commitments in this situation: A repair shop advertises guaranteed recovery of every lost file. Which observation is the most relevant verification?
pa-u4/mcq-44,pa-u4,mcq,A4-enterprise,scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2,de2e16ec71139e89aaa53dc118e2a6adb4b6b16d714c6187bc3651ee8b2c9ac8,2026-09-11,A reviewer checks organising a venture in this situation: Two workers duplicate one order while another urgent order is overlooked. Which observation is the most relevant verification?
pa-u4/mcq-45,pa-u4,mcq,A4-enterprise,scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3,9cc2686ba91ccbd3f0c580e7e6692e0ee38edf234b605e30d96199c8388399fd,2026-09-11,A reviewer checks learning from feedback in this situation: Customers repeatedly report unreadable scans from a new document service. Which observation is the most relevant verification?
pa-u4/mcq-46,pa-u4,mcq,A4-enterprise,scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4,c8cb99843e963a771fe7dbca57e1f9fbd6ece2723b8041a50a817b526ab6bb01,2026-09-11,A reviewer checks entrepreneurship as a career option in this situation: A learner considers a small service venture instead of salaried employment. Which observation is the most relevant verification?
pa-u4/mcq-47,pa-u4,mcq,A4-enterprise,scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5,03339fa8b069c458d51f31ad4415c7c054ac2f9124dc87504c0ee385518c4e00,2026-09-11,A reviewer checks entrepreneurial initiative in this situation: A neighbourhood needs help with online forms and a student has suitable skills. Which observation is the most relevant verification?
pa-u4/mcq-48,pa-u4,mcq,A4-enterprise,scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6,8230546b0860ff630dd0ea851e086198090712da847e46da658cfee64171ba13,2026-09-11,A reviewer checks perseverance with adaptation in this situation: A first service trial fails because opening hours do not suit customers. Which observation is the most relevant verification?
pa-u4/mcq-49,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,1b5ed6f70c5b9421b4f11db4fc5b5ce4d09ad146c1cd379bde056b43ddeb3263,2026-09-11,Which principle most directly explains the appropriate response to this situation? A student wants to start scanning documents but has not spoken to potential customers.
pa-u4/mcq-50,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,1b045fb1cb9d1aec99c04b1d7f269c5e0f4b1605b16ea97671e5f51514b9d9a4,2026-09-11,Which principle most directly explains the appropriate response to this situation? A printing service sets prices using paper cost alone and ignores ink and electricity.
pa-u4/mcq-51,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,101570a81f78a5da1cd5780dbc6af39e6f50d64d0b06105e05a01d8681abafa3,2026-09-11,Which principle most directly explains the appropriate response to this situation? A new service considers buying expensive equipment before testing demand.
pa-u4/mcq-52,pa-u4,mcq,A4-enterprise,scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1,52e2b41fca47812c62e63e6053d9039a8041df73e63a6850aa9bfd44a072d864,2026-09-11,Which principle most directly explains the appropriate response to this situation? A repair shop advertises guaranteed recovery of every lost file.
pa-u4/mcq-53,pa-u4,mcq,A4-enterprise,scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2,5dd87cf2d43eb615bfa7afbe8ce4755476f828e0e875e4d8257475934f21a886,2026-09-11,Which principle most directly explains the appropriate response to this situation? Two workers duplicate one order while another urgent order is overlooked.
pa-u4/mcq-54,pa-u4,mcq,A4-enterprise,scenario:pa-u4:6;scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3,70de24c7ccf889dd3384d6c3784ecaf0a24d7cdb2433d9bed52ca1110ee8807d,2026-09-11,Which principle most directly explains the appropriate response to this situation? Customers repeatedly report unreadable scans from a new document service.
pa-u4/mcq-55,pa-u4,mcq,A4-enterprise,scenario:pa-u4:7;scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4,81ecf4fbd8eee02aa77f24a26fd81bbfebcc31ef4b6aee614307ccd4b8f1b9ee,2026-09-11,Which principle most directly explains the appropriate response to this situation? A learner considers a small service venture instead of salaried employment.
pa-u4/mcq-56,pa-u4,mcq,A4-enterprise,scenario:pa-u4:8;scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5,d709b0fc2e6a807c2b230c73397b313976ba192e5b470115d7019596b8c00072,2026-09-11,Which principle most directly explains the appropriate response to this situation? A neighbourhood needs help with online forms and a student has suitable skills.
pa-u4/mcq-57,pa-u4,mcq,A4-enterprise,scenario:pa-u4:9;scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6,df728a6fe799e231c113eba5211e190669026bd34946717a2c9f3bb96a40a60a,2026-09-11,Which principle most directly explains the appropriate response to this situation? A first service trial fails because opening hours do not suit customers.
pa-u4/mcq-58,pa-u4,mcq,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7,9100cf3d6201338c50034674ec8a473a8dbf744d7a4df1723472c60fdbe7aada,2026-09-11,Which caution specifically qualifies this description of identifying customer needs: “Discovering a problem or demand that a proposed service can address”?
pa-u4/mcq-59,pa-u4,mcq,A4-enterprise,scenario:pa-u4:2;scenario:pa-u4:4;scenario:pa-u4:6;scenario:pa-u4:8,07e88ebc37c1916699320311d5a8dca87f78a4791e12826739f33c6dd2f9b717,2026-09-11,Which caution specifically qualifies this description of cost estimation: “Identifying expenses required to provide a product or service”?
pa-u4/mcq-60,pa-u4,mcq,A4-enterprise,scenario:pa-u4:3;scenario:pa-u4:5;scenario:pa-u4:7;scenario:pa-u4:9,1a72d830d86610e26bae02f989b23b06bdb2c50ee9a6de67ffcfcfa7f4e86d87,2026-09-11,Which caution specifically qualifies this description of calculated risk-taking: “Assessing uncertainty and limiting exposure before committing resources”?
pa-u4/short-1,pa-u4,short,A4-enterprise,written:pa-u4:1,6862df60d1d15751340cc6c48d23651c4b79102a5280ec2b3b43db69f02562d9,2026-09-11,Distinguish an entrepreneur from an employee in terms of income and risk.
pa-u4/short-2,pa-u4,short,A4-enterprise,written:pa-u4:2,15e36791629cdfb9f4256d04d13afc58fd6124af69dfc3a5a0027bd3bccf90e7,2026-09-11,State two purposes of a market survey before starting a service.
pa-u4/short-3,pa-u4,short,A4-enterprise,scenario:pa-u4:1,7c4e8c412399cc3fab3c049cef15c5744efb7479051a0472da24528927e6354a,2026-09-11,Define identifying customer needs and recommend one relevant action for this case: A student wants to start scanning documents but has not spoken to potential customers.
pa-u4/short-4,pa-u4,short,A4-enterprise,scenario:pa-u4:2,9ca9a5d15f6073fb7eaa462fb82397112ceab779e7153385daa687b9da9f9f2b,2026-09-11,Define cost estimation and recommend one relevant action for this case: A printing service sets prices using paper cost alone and ignores ink and electricity.
pa-u4/short-5,pa-u4,short,A4-enterprise,scenario:pa-u4:3,8b37b7363ea186c141c6b733bd825a27e5ea29e2000f0747ff6c307d796b513b,2026-09-11,Define calculated risk-taking and recommend one relevant action for this case: A new service considers buying expensive equipment before testing demand.
pa-u4/short-6,pa-u4,short,A4-enterprise,scenario:pa-u4:4,4989012dee1079c9fc07bef265c1087fe7450b710a7ed538b91ce28e7e3837be,2026-09-11,Define ethical commitments and recommend one relevant action for this case: A repair shop advertises guaranteed recovery of every lost file.
pa-u4/short-7,pa-u4,short,A4-enterprise,scenario:pa-u4:5,0d7f9e88de40b49e9abcc2ae092234b3207743089ba0e8b14291a40f7687c33c,2026-09-11,Define organising a venture and recommend one relevant action for this case: Two workers duplicate one order while another urgent order is overlooked.
pa-u4/short-8,pa-u4,short,A4-enterprise,scenario:pa-u4:6,6e4c2ce0d8d19de9a8b716f683fa82a5f406f37338f56fc4a49bd57ca1179659,2026-09-11,Define learning from feedback and recommend one relevant action for this case: Customers repeatedly report unreadable scans from a new document service.
pa-u4/short-9,pa-u4,short,A4-enterprise,scenario:pa-u4:7,42beb3842d6130e2c50e6eeecd6add3d33dd989ea5840b08cd3070cd50cb7554,2026-09-11,Define entrepreneurship as a career option and recommend one relevant action for this case: A learner considers a small service venture instead of salaried employment.
pa-u4/short-10,pa-u4,short,A4-enterprise,scenario:pa-u4:8,95c0a371b295c0d60b3c768d57473ea8b5edd7fd7d08f5187172f22efe4cda7c,2026-09-11,Define entrepreneurial initiative and recommend one relevant action for this case: A neighbourhood needs help with online forms and a student has suitable skills.
pa-u4/short-11,pa-u4,short,A4-enterprise,scenario:pa-u4:9,90df937910ed0f6bb8f441e3a8f8fab0a1cf981f02c8629a73a76bca9243692e,2026-09-11,Define perseverance with adaptation and recommend one relevant action for this case: A first service trial fails because opening hours do not suit customers.
pa-u4/short-12,pa-u4,short,A4-enterprise,scenario:pa-u4:10,6fd40ee7b33fca0df3fdd1ab6bfc67c0106acc881659873c4861fce141f7039f,2026-09-11,Define entrepreneurial myths and recommend one relevant action for this case: A learner claims only people born into wealthy families can become entrepreneurs.
pa-u4/short-13,pa-u4,short,A4-enterprise,scenario:pa-u4:11,448ecc798d4c88ccf9325d8f8d0fc5b91d0edddd16a5ad7a3e9a0866f6e9f337,2026-09-11,Define identifying strengths for enterprise and recommend one relevant action for this case: A student communicates well but finds organising tasks difficult.
pa-u4/short-14,pa-u4,short,A4-enterprise,scenario:pa-u4:12,a593ba7e1a64c2e8eaa198add575ce5f079a24a09014f43cf3474bcbfa514a5f,2026-09-11,Define learning from local entrepreneurs and recommend one relevant action for this case: A class interviews a first-generation shop owner about starting a venture.
pa-u4/short-15,pa-u4,short,A4-enterprise,scenario:pa-u4:13,abeeeba09a6733ab0c271cce8d36bf37f5fff684775e6338dc7c02bb3acf1879,2026-09-11,Define collecting business information and recommend one relevant action for this case: A team plans a local service without knowing customer requirements or available resources.
pa-u4/short-16,pa-u4,short,A4-enterprise,scenario:pa-u4:14,41c06ab99f62190d1d04e76e8387a8d78f116bb7dbcb00f14e6c318e98d3634f,2026-09-11,Define team business planning and recommend one relevant action for this case: A group proposes a school service but nobody has agreed who will do each task.
pa-u4/short-17,pa-u4,short,A4-enterprise,scenario:pa-u4:1,0c793857835ad9a2cf6b54fed1247e67f5dbfce12f6e4816b3fc816902947788,2026-09-11,Correct this misconception about identifying customer needs: “Personal enthusiasm alone proves that paying customers exist.” Then state one suitable action for this situation: A student wants to start scanning documents but has not spoken to potential customers.
pa-u4/short-18,pa-u4,short,A4-enterprise,scenario:pa-u4:2,b30ea012fe902c47949d839d117f85989374253be0a3a5273792fdfe828ea519,2026-09-11,Correct this misconception about cost estimation: “Revenue minus paper cost always equals the full business profit.” Then state one suitable action for this situation: A printing service sets prices using paper cost alone and ignores ink and electricity.
pa-u4/short-19,pa-u4,short,A4-enterprise,scenario:pa-u4:3,8714f1b0a2276551a0d0d7843f84091e6556f7d8b4782f3b42260150f197bbd8,2026-09-11,Correct this misconception about calculated risk-taking: “Risk management means a business decision can never lose money.” Then state one suitable action for this situation: A new service considers buying expensive equipment before testing demand.
pa-u4/short-20,pa-u4,short,A4-enterprise,scenario:pa-u4:4,3487765bca76ab937446e9ec9533e35398c2418e9b2eb69fbf813a35fbf83ae4,2026-09-11,Correct this misconception about ethical commitments: “A promise is ethical whenever it helps win a sale.” Then state one suitable action for this situation: A repair shop advertises guaranteed recovery of every lost file.
pa-u4/short-21,pa-u4,short,A4-enterprise,scenario:pa-u4:5,76339c3a0cc8aa6c688c785707c695e1748180aab1ec86854e5b7daa14d1e023,2026-09-11,Correct this misconception about organising a venture: “Hiring more people automatically removes task-coordination problems.” Then state one suitable action for this situation: Two workers duplicate one order while another urgent order is overlooked.
pa-u4/short-22,pa-u4,short,A4-enterprise,scenario:pa-u4:6,14f86fd2308045018450467bf9839642acf705d37336d20879b30d5e657b9f5e,2026-09-11,Correct this misconception about learning from feedback: “Repeated complaints should be ignored if the owner likes the current method.” Then state one suitable action for this situation: Customers repeatedly report unreadable scans from a new document service.
pa-u4/short-23,pa-u4,short,A4-enterprise,scenario:pa-u4:7,51380bd38381011281edd4cde22099647da339ce4552a8841e4a09380d6957b0,2026-09-11,Correct this misconception about entrepreneurship as a career option: “Becoming an entrepreneur guarantees a fixed salary and removes all responsibility.” Then state one suitable action for this situation: A learner considers a small service venture instead of salaried employment.
pa-u4/short-24,pa-u4,short,A4-enterprise,scenario:pa-u4:8,7563b422313e9621ecc303973768efa69c783ee9d36adf4e10ac691746f8d41f,2026-09-11,Correct this misconception about entrepreneurial initiative: “Initiative means acting without understanding any customer or legal requirements.” Then state one suitable action for this situation: A neighbourhood needs help with online forms and a student has suitable skills.
pa-u4/short-25,pa-u4,short,A4-enterprise,scenario:pa-u4:9,f56749cc9fa4d0aec872e35189cb3a1588900b637dc12f50b42e9af131657154,2026-09-11,Correct this misconception about perseverance with adaptation: “Perseverance requires repeating exactly the same failed approach forever.” Then state one suitable action for this situation: A first service trial fails because opening hours do not suit customers.
pa-u4/short-26,pa-u4,short,A4-enterprise,scenario:pa-u4:10,14bef6c06ffa670891461a4ed4090222fb7b74c8fd5e76260ff2b38dd36ed897,2026-09-11,Correct this misconception about entrepreneurial myths: “Family wealth alone determines whether someone can develop entrepreneurial qualities.” Then state one suitable action for this situation: A learner claims only people born into wealthy families can become entrepreneurs.
pa-u4/short-27,pa-u4,short,A4-enterprise,scenario:pa-u4:11,82da553b3c12b4f37ba73864dfe473d1272d77b3798053e9b44ac920cd6ae714,2026-09-11,Correct this misconception about identifying strengths for enterprise: “Recognising a weakness means the learner has no entrepreneurial potential.” Then state one suitable action for this situation: A student communicates well but finds organising tasks difficult.
pa-u4/short-28,pa-u4,short,A4-enterprise,scenario:pa-u4:12,4dd7bda98cce78af8db1316dd35fd4e0ca9eabacc5bb6892deb40042565a3e09,2026-09-11,Correct this misconception about learning from local entrepreneurs: “One successful story guarantees the same result for every new venture.” Then state one suitable action for this situation: A class interviews a first-generation shop owner about starting a venture.
pa-u4/short-29,pa-u4,short,A4-enterprise,scenario:pa-u4:13,a67586b12b55c08080497534fa0a9d6ced067e930ed25e88e0ebe197840e2304,2026-09-11,Correct this misconception about collecting business information: “Guessing every requirement is as reliable as checking with potential users.” Then state one suitable action for this situation: A team plans a local service without knowing customer requirements or available resources.
pa-u4/short-30,pa-u4,short,A4-enterprise,scenario:pa-u4:14,0615a3103f3c42a35c42a8c2dd99bbc7e9abb3a60ccfdc5286f780caf87172ec,2026-09-11,Correct this misconception about team business planning: “A business idea is a complete plan even when tasks and responsibilities are missing.” Then state one suitable action for this situation: A group proposes a school service but nobody has agreed who will do each task.
pa-u4/short-31,pa-u4,short,A4-enterprise,scenario:pa-u4:1;scenario:pa-u4:6,7786c6b7b4580a8b533b913f7268f496efde047941dcededf2d54ace92c1251d,2026-09-11,Distinguish identifying customer needs from learning from feedback. Give the essential meaning of each rather than treating them as interchangeable.
